Loading: 
Loading: 0 packages loaded
Analyzing: target //:run_search_experiment (0 packages loaded, 0 targets configured)
INFO: Analyzed target //:run_search_experiment (0 packages loaded, 0 targets configured).
INFO: Found 1 target...
[0 / 1] [Prepa] BazelWorkspaceStatusAction stable-status.txt
Target //:run_search_experiment up-to-date:
  bazel-bin/run_search_experiment
INFO: Elapsed time: 0.144s, Critical Path: 0.00s
INFO: 0 processes.
INFO: Build completed successfully, 1 total action
INFO: Running command line: bazel-bin/run_search_experiment '--search_experiment_spec=     search_tasks {       tasks {         projected_binary_classification_task {           dataset_name: '\''logic_multiply'\''           path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''           held_out_pairs {positive_class: 0 negative_class: 1}           max_supported_data_seed: 1         }         features_size: 2         num_train_examples: 93         num_valid_examples: 14         num_train_epochs: 1         num_tasks: 10         eval_type: ACCURACY       }     }     setup_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     predict_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     learn_ops: [SCALAR_PRODUCT_OP, VECTOR_MEAN_OP]     setup_size_init: 1     mutate_setup_size_min: 1     mutate_setup_size_max: 34     predict_size_init: 1     mutate_predict_size_min: 1     mutate_predict_size_max: 233     learn_size_init: 1     mutate_learn_size_min: 1     mutate_learn_size_max: 377     train_budget {train_budget_baseline: NEURAL_NET_ALGORITHM}     fitness_combination_mode: MEAN_FITNESS_COMBINATION     population_size: 1000     tournament_size: 100     initial_population: NO_OP_ALGORITHM     max_train_steps: 100000000000     allowed_mutation_types {
      mutation_types: [RANDOMIZE_COMPONENT_FUNCTION_MUTATION_TYPE, INSERT_INSTRUCTION_MUTATION_TYPE, REMOVE_INSTRUCTION_MUTATION_TYPE]     }     mutate_prob: 0.9     progress_every: 10000     ' '--final_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 100       eval_type: ACCURACY     }     ' '--random_seed=2081894615' '--select_tasks=
    tasks {       projected_binary_classification_task {         dataset_name: '\''logic_multiply'\''         path: '\''/home/ubuntu/codes/google-research/automl_zero/binary_logic_data/'\''         held_out_pairs {positive_class: 0 negative_class: 1}         max_supported_data_seed: 1       }       features_size: 2       num_train_examples: 93       num_valid_examples: 14       num_train_epochs: 1       num_tasks: 10       eval_type: ACCURACY     }     '
INFO: Build completed successfully, 1 total action
Random seed = 2081894615
Running evolution experiment (on the T_search tasks)...
indivs=1000, elapsed_secs=0, mean=0.857143, stdev=0.000000, best fit=0.857143,
indivs=75381000, elapsed_secs=4927, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75391000, elapsed_secs=4928, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=75401000, elapsed_secs=4929, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=75411000, elapsed_secs=4929, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=75421000, elapsed_secs=4930, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75431000, elapsed_secs=4930, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=75441000, elapsed_secs=4931, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=75451000, elapsed_secs=4932, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=75461000, elapsed_secs=4932, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=75471000, elapsed_secs=4933, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=75481000, elapsed_secs=4933, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75491000, elapsed_secs=4934, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75501000, elapsed_secs=4935, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=75511000, elapsed_secs=4935, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=75521000, elapsed_secs=4936, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=75531000, elapsed_secs=4936, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75541000, elapsed_secs=4937, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=75551000, elapsed_secs=4938, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=75561000, elapsed_secs=4938, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=75571000, elapsed_secs=4939, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=75581000, elapsed_secs=4939, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75591000, elapsed_secs=4940, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75601000, elapsed_secs=4941, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75611000, elapsed_secs=4941, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75621000, elapsed_secs=4942, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=75631000, elapsed_secs=4943, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75641000, elapsed_secs=4943, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=75651000, elapsed_secs=4944, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75661000, elapsed_secs=4945, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=75671000, elapsed_secs=4946, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75681000, elapsed_secs=4946, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75691000, elapsed_secs=4947, mean=0.845357, stdev=0.090288, best fit=0.857143,
indivs=75701000, elapsed_secs=4948, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75711000, elapsed_secs=4949, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=75721000, elapsed_secs=4950, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75731000, elapsed_secs=4950, mean=0.844286, stdev=0.094965, best fit=0.857143,
indivs=75741000, elapsed_secs=4951, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=75751000, elapsed_secs=4952, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=75761000, elapsed_secs=4953, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75771000, elapsed_secs=4953, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=75781000, elapsed_secs=4954, mean=0.847500, stdev=0.080076, best fit=0.857143,
indivs=75791000, elapsed_secs=4955, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=75801000, elapsed_secs=4956, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=75811000, elapsed_secs=4956, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75821000, elapsed_secs=4957, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=75831000, elapsed_secs=4958, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=75841000, elapsed_secs=4958, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=75851000, elapsed_secs=4959, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=75861000, elapsed_secs=4960, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=75871000, elapsed_secs=4960, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=75881000, elapsed_secs=4961, mean=0.851429, stdev=0.061594, best fit=0.857143,
indivs=75891000, elapsed_secs=4961, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=75901000, elapsed_secs=4962, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=75911000, elapsed_secs=4963, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=75921000, elapsed_secs=4964, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=75931000, elapsed_secs=4964, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=75941000, elapsed_secs=4965, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=75951000, elapsed_secs=4966, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=75961000, elapsed_secs=4966, mean=0.847857, stdev=0.079318, best fit=0.857143,
indivs=75971000, elapsed_secs=4967, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=75981000, elapsed_secs=4968, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=75991000, elapsed_secs=4968, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=76001000, elapsed_secs=4969, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76011000, elapsed_secs=4970, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76021000, elapsed_secs=4970, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=76031000, elapsed_secs=4971, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76041000, elapsed_secs=4971, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76051000, elapsed_secs=4972, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76061000, elapsed_secs=4972, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=76071000, elapsed_secs=4973, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=76081000, elapsed_secs=4973, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76091000, elapsed_secs=4974, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76101000, elapsed_secs=4975, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76111000, elapsed_secs=4975, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76121000, elapsed_secs=4976, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76131000, elapsed_secs=4976, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76141000, elapsed_secs=4977, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76151000, elapsed_secs=4977, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76161000, elapsed_secs=4978, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76171000, elapsed_secs=4978, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76181000, elapsed_secs=4979, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76191000, elapsed_secs=4980, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76201000, elapsed_secs=4980, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=76211000, elapsed_secs=4981, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=76221000, elapsed_secs=4981, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76231000, elapsed_secs=4982, mean=0.851429, stdev=0.061594, best fit=0.857143,
indivs=76241000, elapsed_secs=4983, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76251000, elapsed_secs=4983, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76261000, elapsed_secs=4984, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76271000, elapsed_secs=4984, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=76281000, elapsed_secs=4985, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=76291000, elapsed_secs=4985, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=76301000, elapsed_secs=4986, mean=0.854643, stdev=0.040644, best fit=0.857143,
indivs=76311000, elapsed_secs=4987, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76321000, elapsed_secs=4987, mean=0.847500, stdev=0.081653, best fit=0.857143,
indivs=76331000, elapsed_secs=4988, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76341000, elapsed_secs=4988, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=76351000, elapsed_secs=4989, mean=0.852500, stdev=0.056278, best fit=0.857143,
indivs=76361000, elapsed_secs=4990, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76371000, elapsed_secs=4990, mean=0.851786, stdev=0.060583, best fit=0.857143,
indivs=76381000, elapsed_secs=4991, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=76391000, elapsed_secs=4991, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=76401000, elapsed_secs=4992, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76411000, elapsed_secs=4993, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76421000, elapsed_secs=4993, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=76431000, elapsed_secs=4994, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76441000, elapsed_secs=4994, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76451000, elapsed_secs=4995, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=76461000, elapsed_secs=4996, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76471000, elapsed_secs=4996, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76481000, elapsed_secs=4997, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=76491000, elapsed_secs=4997, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=76501000, elapsed_secs=4998, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76511000, elapsed_secs=4998, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76521000, elapsed_secs=4999, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=76531000, elapsed_secs=4999, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76541000, elapsed_secs=5000, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=76551000, elapsed_secs=5001, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=76561000, elapsed_secs=5001, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=76571000, elapsed_secs=5002, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=76581000, elapsed_secs=5003, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=76591000, elapsed_secs=5003, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76601000, elapsed_secs=5004, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76611000, elapsed_secs=5004, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=76621000, elapsed_secs=5005, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=76631000, elapsed_secs=5006, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=76641000, elapsed_secs=5006, mean=0.850000, stdev=0.069253, best fit=0.857143,
indivs=76651000, elapsed_secs=5007, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76661000, elapsed_secs=5008, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76671000, elapsed_secs=5008, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=76681000, elapsed_secs=5009, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76691000, elapsed_secs=5010, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=76701000, elapsed_secs=5011, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76711000, elapsed_secs=5011, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76721000, elapsed_secs=5012, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76731000, elapsed_secs=5013, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76741000, elapsed_secs=5013, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76751000, elapsed_secs=5014, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76761000, elapsed_secs=5015, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=76771000, elapsed_secs=5015, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76781000, elapsed_secs=5016, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=76791000, elapsed_secs=5016, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76801000, elapsed_secs=5017, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=76811000, elapsed_secs=5018, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=76821000, elapsed_secs=5018, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=76831000, elapsed_secs=5019, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=76841000, elapsed_secs=5020, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=76851000, elapsed_secs=5020, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76861000, elapsed_secs=5021, mean=0.853214, stdev=0.051606, best fit=0.857143,
indivs=76871000, elapsed_secs=5022, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=76881000, elapsed_secs=5022, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=76891000, elapsed_secs=5023, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=76901000, elapsed_secs=5023, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=76911000, elapsed_secs=5024, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=76921000, elapsed_secs=5025, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=76931000, elapsed_secs=5025, mean=0.845000, stdev=0.092336, best fit=0.857143,
indivs=76941000, elapsed_secs=5026, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=76951000, elapsed_secs=5027, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=76961000, elapsed_secs=5028, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=76971000, elapsed_secs=5028, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=76981000, elapsed_secs=5029, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=76991000, elapsed_secs=5030, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77001000, elapsed_secs=5030, mean=0.851071, stdev=0.064594, best fit=0.857143,
indivs=77011000, elapsed_secs=5031, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77021000, elapsed_secs=5032, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77031000, elapsed_secs=5032, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77041000, elapsed_secs=5033, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77051000, elapsed_secs=5034, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=77061000, elapsed_secs=5034, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77071000, elapsed_secs=5035, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77081000, elapsed_secs=5036, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=77091000, elapsed_secs=5036, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77101000, elapsed_secs=5037, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77111000, elapsed_secs=5038, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77121000, elapsed_secs=5038, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77131000, elapsed_secs=5039, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77141000, elapsed_secs=5040, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77151000, elapsed_secs=5041, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77161000, elapsed_secs=5041, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77171000, elapsed_secs=5042, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=77181000, elapsed_secs=5043, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77191000, elapsed_secs=5043, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77201000, elapsed_secs=5044, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77211000, elapsed_secs=5045, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77221000, elapsed_secs=5045, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77231000, elapsed_secs=5046, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77241000, elapsed_secs=5047, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77251000, elapsed_secs=5047, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=77261000, elapsed_secs=5048, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77271000, elapsed_secs=5049, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77281000, elapsed_secs=5050, mean=0.845714, stdev=0.089625, best fit=0.857143,
indivs=77291000, elapsed_secs=5050, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77301000, elapsed_secs=5051, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77311000, elapsed_secs=5052, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77321000, elapsed_secs=5053, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77331000, elapsed_secs=5053, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77341000, elapsed_secs=5054, mean=0.844286, stdev=0.094965, best fit=0.857143,
indivs=77351000, elapsed_secs=5055, mean=0.846429, stdev=0.086823, best fit=0.857143,
indivs=77361000, elapsed_secs=5056, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77371000, elapsed_secs=5056, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77381000, elapsed_secs=5057, mean=0.849643, stdev=0.071926, best fit=0.857143,
indivs=77391000, elapsed_secs=5058, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77401000, elapsed_secs=5058, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77411000, elapsed_secs=5059, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77421000, elapsed_secs=5060, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=77431000, elapsed_secs=5060, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77441000, elapsed_secs=5061, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77451000, elapsed_secs=5062, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77461000, elapsed_secs=5062, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=77471000, elapsed_secs=5063, mean=0.851429, stdev=0.061594, best fit=0.857143,
indivs=77481000, elapsed_secs=5063, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=77491000, elapsed_secs=5064, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77501000, elapsed_secs=5064, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77511000, elapsed_secs=5065, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77521000, elapsed_secs=5066, mean=0.854643, stdev=0.040644, best fit=0.857143,
indivs=77531000, elapsed_secs=5066, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77541000, elapsed_secs=5067, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77551000, elapsed_secs=5068, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=77561000, elapsed_secs=5068, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77571000, elapsed_secs=5069, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=77581000, elapsed_secs=5070, mean=0.848929, stdev=0.075315, best fit=0.857143,
indivs=77591000, elapsed_secs=5070, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77601000, elapsed_secs=5071, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77611000, elapsed_secs=5072, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77621000, elapsed_secs=5072, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77631000, elapsed_secs=5073, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77641000, elapsed_secs=5074, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77651000, elapsed_secs=5074, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77661000, elapsed_secs=5075, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77671000, elapsed_secs=5076, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77681000, elapsed_secs=5076, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77691000, elapsed_secs=5077, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77701000, elapsed_secs=5078, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77711000, elapsed_secs=5078, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77721000, elapsed_secs=5079, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77731000, elapsed_secs=5080, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77741000, elapsed_secs=5080, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77751000, elapsed_secs=5081, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=77761000, elapsed_secs=5082, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77771000, elapsed_secs=5082, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=77781000, elapsed_secs=5083, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77791000, elapsed_secs=5083, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=77801000, elapsed_secs=5084, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77811000, elapsed_secs=5085, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77821000, elapsed_secs=5085, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77831000, elapsed_secs=5086, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77841000, elapsed_secs=5086, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=77851000, elapsed_secs=5087, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77861000, elapsed_secs=5087, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=77871000, elapsed_secs=5088, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77881000, elapsed_secs=5088, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=77891000, elapsed_secs=5089, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=77901000, elapsed_secs=5090, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=77911000, elapsed_secs=5090, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=77921000, elapsed_secs=5091, mean=0.847857, stdev=0.080910, best fit=0.857143,
indivs=77931000, elapsed_secs=5091, mean=0.855000, stdev=0.039064, best fit=0.857143,
indivs=77941000, elapsed_secs=5092, mean=0.850357, stdev=0.068362, best fit=0.857143,
indivs=77951000, elapsed_secs=5092, mean=0.853571, stdev=0.050381, best fit=0.857143,
indivs=77961000, elapsed_secs=5093, mean=0.852143, stdev=0.059552, best fit=0.857143,
indivs=77971000, elapsed_secs=5094, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=77981000, elapsed_secs=5094, mean=0.849286, stdev=0.074502, best fit=0.857143,
indivs=77991000, elapsed_secs=5095, mean=0.852857, stdev=0.055162, best fit=0.857143,
indivs=78001000, elapsed_secs=5095, mean=0.850714, stdev=0.067457, best fit=0.857143,
indivs=78011000, elapsed_secs=5096, mean=0.850000, stdev=0.069253, best fit=0.857143,
indivs=78021000, elapsed_secs=5097, mean=0.851429, stdev=0.063632, best fit=0.857143,
indivs=78031000, elapsed_secs=5098, mean=0.842857, stdev=0.100000, best fit=0.857143,
indivs=78041000, elapsed_secs=5098, mean=0.847000, stdev=0.085232, best fit=0.857143,
indivs=78051000, elapsed_secs=5099, mean=0.847143, stdev=0.083922, best fit=0.857143,
indivs=78061000, elapsed_secs=5100, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=78071000, elapsed_secs=5101, mean=0.850000, stdev=0.071071, best fit=0.857143,
indivs=78081000, elapsed_secs=5101, mean=0.854286, stdev=0.045085, best fit=0.857143,
indivs=78091000, elapsed_secs=5102, mean=0.848571, stdev=0.077775, best fit=0.857143,
indivs=78101000, elapsed_secs=5103, mean=0.848929, stdev=0.075315, best fit=0.857143,
